timestamp,src_ip,request,violation,response_code,bytes_sent,bytes_received,request_rate,bot_signature,severity,user_agent,ip_reputation,label
2024-02-8T12:30:29Z,192.168.1.97,/api/resource?id=345,None,200,749,765,1316,Unknown,Low,curl/7.68.0,Good,0
2024-02-2T12:22:33Z,192.168.1.63,/api/resource?id=652,None,200,1973,758,491,Unknown,Low,SQLMap,Good,0
2024-02-21T12:45:41Z,192.168.1.120,/api/resource?id=160,None,200,1343,2922,1551,Unknown,Low,Mozilla/5.0,Good,0
2024-02-20T12:46:42Z,192.168.1.110,/api/resource?id=254,None,200,4204,1366,308,Unknown,Low,curl/7.68.0,Good,0
2024-02-21T12:49:49Z,192.168.1.230,/api/attack?id=615,SQL Injection,403,3307,1090,1656,Known Malicious,High,SQLMap,Suspicious,1
2024-02-15T12:58:44Z,192.168.1.64,/api/attack?id=429,Credential Stuffing,401,5874,925,2310,Known Malicious,Medium,Nmap Scripting Engine,Malicious,1
2024-02-24T12:40:48Z,192.168.1.140,/api/attack?id=297,SQL Injection,403,2557,1157,1764,Unknown,High,Mozilla/5.0,Malicious,1
2024-02-13T12:43:48Z,192.168.1.127,/api/resource?id=716,None,200,3205,2728,373,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-27T12:52:55Z,192.168.1.102,/api/resource?id=683,None,200,3655,604,414,Unknown,Low,curl/7.68.0,Good,0
2024-02-22T12:33:41Z,192.168.1.47,/api/resource?id=835,None,200,1250,2258,1977,Unknown,Low,curl/7.68.0,Good,0
2024-02-8T12:34:19Z,192.168.1.157,/api/attack?id=378,Credential Stuffing,401,5704,1055,2528,Unknown,High,Mozilla/5.0,Malicious,1
2024-02-18T12:11:27Z,192.168.1.129,/api/attack?id=469,Credential Stuffing,401,6212,1190,2773,Unknown,Medium,SQLMap,Suspicious,1
2024-02-20T12:43:46Z,192.168.1.221,/api/resource?id=901,None,200,2680,2579,660,Unknown,Low,Mozilla/5.0,Good,0
2024-02-6T12:21:58Z,192.168.1.131,/api/attack?id=297,SQL Injection,403,2729,1132,1283,Unknown,High,SQLMap,Suspicious,1
2024-02-25T12:41:13Z,192.168.1.200,/api/resource?id=143,None,200,4859,2974,1458,Unknown,Low,curl/7.68.0,Good,0
2024-02-15T12:52:14Z,192.168.1.98,/api/attack?id=469,DDoS,503,9920,675,7588,Unknown,Medium,Mozilla/5.0,Suspicious,1
2024-02-7T12:26:54Z,192.168.1.23,/api/resource?id=180,None,200,4162,2821,769,Unknown,Low,SQLMap,Good,0
2024-02-14T12:29:45Z,192.168.1.211,/api/attack?id=669,DDoS,503,9524,512,7727,Unknown,High,PostmanRuntime,Malicious,1
2024-02-21T12:25:26Z,192.168.1.117,/api/resource?id=126,None,200,4897,2946,1496,Unknown,Low,SQLMap,Good,0
2024-02-10T12:17:59Z,192.168.1.92,/api/resource?id=670,None,200,3244,1606,425,Unknown,Low,Mozilla/5.0,Good,0
2024-02-9T12:18:49Z,192.168.1.129,/api/attack?id=566,DDoS,503,10172,486,7591,Unknown,High,curl/7.68.0,Malicious,1
2024-02-18T12:25:53Z,192.168.1.94,/api/resource?id=394,None,200,592,2223,901,Unknown,Low,Mozilla/5.0,Good,0
2024-02-21T12:13:33Z,192.168.1.67,/api/resource?id=253,None,200,3150,1224,1120,Unknown,Low,PostmanRuntime,Good,0
2024-02-21T12:29:37Z,192.168.1.248,/api/resource?id=896,None,200,1622,751,1845,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-26T12:56:27Z,192.168.1.7,/api/resource?id=788,None,200,3264,1342,291,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-25T12:58:29Z,192.168.1.28,/api/resource?id=907,None,200,4833,2164,1099,Unknown,Low,PostmanRuntime,Good,0
2024-02-4T12:48:32Z,192.168.1.106,/api/resource?id=921,None,200,661,593,1065,Unknown,Low,SQLMap,Good,0
2024-02-13T12:58:24Z,192.168.1.197,/api/resource?id=322,None,200,1929,2462,682,Unknown,Low,PostmanRuntime,Good,0
2024-02-1T12:39:19Z,192.168.1.208,/api/attack?id=175,SQL Injection,403,2538,1126,1184,Known Malicious,High,curl/7.68.0,Suspicious,1
2024-02-24T12:18:21Z,192.168.1.56,/api/resource?id=685,None,200,1373,2113,1779,Unknown,Low,Mozilla/5.0,Good,0
2024-02-23T12:51:30Z,192.168.1.63,/api/attack?id=111,Brute Force,401,5428,619,2741,Known Malicious,High,curl/7.68.0,Malicious,1
2024-02-13T12:51:34Z,192.168.1.249,/api/resource?id=154,None,200,905,2565,647,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-6T12:53:10Z,192.168.1.217,/api/attack?id=141,Brute Force,401,5386,692,3136,Unknown,Medium,SQLMap,Malicious,1
2024-02-25T12:50:11Z,192.168.1.37,/api/attack?id=888,DDoS,503,9958,465,8192,Known Malicious,Medium,curl/7.68.0,Malicious,1
2024-02-5T12:57:40Z,192.168.1.127,/api/resource?id=803,None,200,3300,2584,1803,Unknown,Low,Mozilla/5.0,Good,0
2024-02-2T12:12:31Z,192.168.1.252,/api/attack?id=123,XSS,403,2352,902,855,Unknown,Medium,curl/7.68.0,Malicious,1
2024-02-20T12:56:49Z,192.168.1.239,/api/attack?id=770,SQL Injection,403,3260,1032,1108,Unknown,High,curl/7.68.0,Suspicious,1
2024-02-28T12:33:24Z,192.168.1.56,/api/attack?id=464,XSS,403,2157,616,869,Unknown,High,PostmanRuntime,Malicious,1
2024-02-10T12:48:53Z,192.168.1.208,/api/attack?id=263,SQL Injection,403,3157,1104,1271,Unknown,Medium,Nmap Scripting Engine,Suspicious,1
2024-02-13T12:31:13Z,192.168.1.149,/api/attack?id=470,SQL Injection,403,2743,934,1769,Unknown,Medium,Mozilla/5.0,Malicious,1
2024-02-6T12:50:54Z,192.168.1.122,/api/attack?id=154,Brute Force,401,5383,311,3119,Unknown,Medium,Nmap Scripting Engine,Suspicious,1
2024-02-7T12:24:13Z,192.168.1.213,/api/attack?id=683,Brute Force,401,5052,432,2513,Unknown,Medium,curl/7.68.0,Malicious,1
2024-02-12T12:21:47Z,192.168.1.143,/api/resource?id=478,None,200,830,2421,1308,Unknown,Low,SQLMap,Good,0
2024-02-19T12:31:15Z,192.168.1.234,/api/resource?id=364,None,200,2407,1177,837,Unknown,Low,PostmanRuntime,Good,0
2024-02-4T12:19:35Z,192.168.1.11,/api/attack?id=202,Credential Stuffing,401,6397,1026,2059,Unknown,Medium,PostmanRuntime,Malicious,1
2024-02-7T12:45:50Z,192.168.1.45,/api/resource?id=305,None,200,1498,2457,543,Unknown,Low,Mozilla/5.0,Good,0
2024-02-25T12:44:21Z,192.168.1.146,/api/resource?id=624,None,200,2099,2162,1019,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-16T12:31:25Z,192.168.1.200,/api/attack?id=614,Credential Stuffing,401,5549,868,2168,Known Malicious,High,PostmanRuntime,Malicious,1
2024-02-22T12:17:56Z,192.168.1.241,/api/attack?id=224,SQL Injection,403,2837,1139,1443,Unknown,Medium,Nmap Scripting Engine,Malicious,1
2024-02-21T12:47:14Z,192.168.1.138,/api/resource?id=226,None,200,1109,2286,1743,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-12T12:46:46Z,192.168.1.128,/api/resource?id=828,None,200,4309,1073,162,Unknown,Low,PostmanRuntime,Good,0
2024-02-27T12:47:22Z,192.168.1.238,/api/resource?id=479,None,200,1226,2770,455,Unknown,Low,curl/7.68.0,Good,0
2024-02-27T12:40:25Z,192.168.1.8,/api/attack?id=357,Brute Force,401,4886,503,2537,Unknown,High,SQLMap,Malicious,1
2024-02-17T12:25:42Z,192.168.1.152,/api/attack?id=818,Brute Force,401,5276,371,2958,Known Malicious,Medium,SQLMap,Malicious,1
2024-02-22T12:32:25Z,192.168.1.121,/api/resource?id=795,None,200,2799,1704,1684,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-28T12:35:37Z,192.168.1.247,/api/resource?id=173,None,200,1100,1399,1109,Unknown,Low,Mozilla/5.0,Good,0
2024-02-10T12:50:49Z,192.168.1.15,/api/resource?id=122,None,200,4549,1034,322,Unknown,Low,SQLMap,Good,0
2024-02-11T12:20:44Z,192.168.1.64,/api/resource?id=343,None,200,4246,1983,575,Unknown,Low,PostmanRuntime,Good,0
2024-02-6T12:24:43Z,192.168.1.141,/api/resource?id=755,None,200,3702,2946,1882,Unknown,Low,curl/7.68.0,Good,0
2024-02-16T12:32:25Z,192.168.1.250,/api/resource?id=182,None,200,929,1981,820,Unknown,Low,SQLMap,Good,0
2024-02-9T12:29:21Z,192.168.1.136,/api/resource?id=228,None,200,2169,2331,1711,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-5T12:50:28Z,192.168.1.233,/api/attack?id=309,Credential Stuffing,401,6204,1186,2975,Unknown,High,curl/7.68.0,Malicious,1
2024-02-15T12:35:32Z,192.168.1.166,/api/resource?id=665,None,200,3729,1377,1498,Unknown,Low,Mozilla/5.0,Good,0
2024-02-25T12:50:30Z,192.168.1.68,/api/attack?id=363,DDoS,503,10208,518,8163,Known Malicious,High,Mozilla/5.0,Malicious,1
2024-02-27T12:32:51Z,192.168.1.74,/api/attack?id=949,DDoS,503,10491,431,7632,Unknown,High,PostmanRuntime,Suspicious,1
2024-02-14T12:45:21Z,192.168.1.184,/api/attack?id=433,Credential Stuffing,401,5911,976,2333,Known Malicious,Medium,curl/7.68.0,Suspicious,1
2024-02-28T12:32:22Z,192.168.1.145,/api/attack?id=463,Brute Force,401,4580,667,3440,Known Malicious,Medium,PostmanRuntime,Malicious,1
2024-02-9T12:44:24Z,192.168.1.33,/api/resource?id=698,None,200,4614,2211,979,Unknown,Low,Mozilla/5.0,Good,0
2024-02-16T12:52:57Z,192.168.1.19,/api/attack?id=132,Brute Force,401,4634,525,3118,Unknown,Medium,PostmanRuntime,Suspicious,1
2024-02-5T12:19:20Z,192.168.1.89,/api/resource?id=589,None,200,4550,1611,647,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-3T12:29:35Z,192.168.1.242,/api/attack?id=404,SQL Injection,403,2748,919,1798,Unknown,High,PostmanRuntime,Malicious,1
2024-02-26T12:34:12Z,192.168.1.28,/api/attack?id=594,Brute Force,401,4667,469,3319,Unknown,High,Mozilla/5.0,Malicious,1
2024-02-28T12:47:21Z,192.168.1.181,/api/resource?id=855,None,200,2444,2449,408,Unknown,Low,curl/7.68.0,Good,0
2024-02-24T12:15:19Z,192.168.1.123,/api/resource?id=544,None,200,2383,518,354,Unknown,Low,SQLMap,Good,0
2024-02-2T12:55:37Z,192.168.1.59,/api/attack?id=711,DDoS,503,9669,372,7906,Known Malicious,High,PostmanRuntime,Suspicious,1
2024-02-28T12:51:39Z,192.168.1.89,/api/resource?id=102,None,200,3886,2862,763,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-16T12:14:39Z,192.168.1.40,/api/attack?id=334,SQL Injection,403,2699,954,1665,Known Malicious,Medium,SQLMap,Malicious,1
2024-02-12T12:46:40Z,192.168.1.242,/api/attack?id=634,SQL Injection,403,3228,1158,1140,Unknown,Medium,curl/7.68.0,Malicious,1
2024-02-6T12:29:57Z,192.168.1.43,/api/attack?id=539,SQL Injection,403,2695,1020,1813,Unknown,Medium,PostmanRuntime,Malicious,1
2024-02-20T12:38:52Z,192.168.1.61,/api/resource?id=651,None,200,3501,2414,1923,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-9T12:13:22Z,192.168.1.109,/api/attack?id=454,Credential Stuffing,401,6317,1082,2337,Known Malicious,High,Mozilla/5.0,Suspicious,1
2024-02-23T12:10:48Z,192.168.1.68,/api/resource?id=142,None,200,604,516,708,Unknown,Low,Mozilla/5.0,Good,0
2024-02-27T12:12:12Z,192.168.1.233,/api/resource?id=207,None,200,4609,2562,1716,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-15T12:53:32Z,192.168.1.30,/api/attack?id=679,SQL Injection,403,3489,819,1509,Known Malicious,Medium,PostmanRuntime,Suspicious,1
2024-02-12T12:56:15Z,192.168.1.229,/api/attack?id=500,SQL Injection,403,3048,1066,1553,Known Malicious,Medium,SQLMap,Suspicious,1
2024-02-14T12:25:28Z,192.168.1.137,/api/attack?id=791,XSS,403,2038,766,1686,Known Malicious,High,Nmap Scripting Engine,Suspicious,1
2024-02-26T12:42:28Z,192.168.1.44,/api/resource?id=281,None,200,877,1548,1138,Unknown,Low,Mozilla/5.0,Good,0
2024-02-13T12:39:43Z,192.168.1.226,/api/resource?id=882,None,200,2160,894,194,Unknown,Low,curl/7.68.0,Good,0
2024-02-1T12:53:23Z,192.168.1.186,/api/attack?id=780,Credential Stuffing,401,6500,1089,2791,Unknown,High,PostmanRuntime,Suspicious,1
2024-02-17T12:15:51Z,192.168.1.105,/api/resource?id=947,None,200,3658,2452,1548,Unknown,Low,curl/7.68.0,Good,0
2024-02-5T12:36:28Z,192.168.1.246,/api/attack?id=862,DDoS,503,10099,338,8346,Known Malicious,Medium,Nmap Scripting Engine,Suspicious,1
2024-02-6T12:14:37Z,192.168.1.49,/api/resource?id=993,None,200,3774,2700,1048,Unknown,Low,PostmanRuntime,Good,0
2024-02-27T12:31:44Z,192.168.1.138,/api/attack?id=556,XSS,403,1502,897,905,Unknown,High,PostmanRuntime,Malicious,1
2024-02-15T12:47:35Z,192.168.1.59,/api/resource?id=600,None,200,3745,2332,741,Unknown,Low,Mozilla/5.0,Good,0
2024-02-2T12:12:27Z,192.168.1.1,/api/attack?id=470,Credential Stuffing,401,5984,1000,2585,Known Malicious,Medium,SQLMap,Suspicious,1
2024-02-7T12:41:55Z,192.168.1.137,/api/attack?id=890,XSS,403,1723,648,1487,Unknown,High,SQLMap,Malicious,1
2024-02-15T12:46:55Z,192.168.1.192,/api/resource?id=605,None,200,1522,2933,646,Unknown,Low,PostmanRuntime,Good,0
2024-02-16T12:32:26Z,192.168.1.154,/api/attack?id=299,DDoS,503,10470,406,8131,Unknown,Medium,Nmap Scripting Engine,Suspicious,1
2024-02-22T12:15:32Z,192.168.1.73,/api/resource?id=456,None,200,2040,2664,938,Unknown,Low,SQLMap,Good,0
2024-02-8T12:23:20Z,192.168.1.86,/api/resource?id=595,None,200,4320,2254,793,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-14T12:24:37Z,192.168.1.116,/api/resource?id=729,None,200,2785,631,898,Unknown,Low,SQLMap,Good,0
2024-02-7T12:48:32Z,192.168.1.249,/api/attack?id=440,DDoS,503,9921,515,7797,Unknown,Medium,SQLMap,Malicious,1
2024-02-24T12:41:28Z,192.168.1.125,/api/resource?id=618,None,200,2336,1061,182,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-21T12:10:40Z,192.168.1.63,/api/attack?id=673,Brute Force,401,5460,395,3145,Known Malicious,Medium,PostmanRuntime,Suspicious,1
2024-02-8T12:16:19Z,192.168.1.172,/api/resource?id=826,None,200,4770,1145,1325,Unknown,Low,Mozilla/5.0,Good,0
2024-02-10T12:59:47Z,192.168.1.27,/api/attack?id=444,Credential Stuffing,401,6105,1054,2158,Unknown,High,Nmap Scripting Engine,Malicious,1
2024-02-7T12:38:22Z,192.168.1.53,/api/resource?id=915,None,200,2007,1834,629,Unknown,Low,curl/7.68.0,Good,0
2024-02-13T12:56:27Z,192.168.1.170,/api/attack?id=442,Credential Stuffing,401,6229,1175,2992,Known Malicious,Medium,PostmanRuntime,Suspicious,1
2024-02-28T12:50:13Z,192.168.1.66,/api/resource?id=969,None,200,4667,2526,125,Unknown,Low,PostmanRuntime,Good,0
2024-02-1T12:52:53Z,192.168.1.28,/api/resource?id=609,None,200,3304,1294,1012,Unknown,Low,Mozilla/5.0,Good,0
2024-02-4T12:39:28Z,192.168.1.96,/api/resource?id=119,None,200,3646,1038,1557,Unknown,Low,curl/7.68.0,Good,0
2024-02-3T12:18:58Z,192.168.1.208,/api/resource?id=234,None,200,1259,1471,1160,Unknown,Low,Mozilla/5.0,Good,0
2024-02-4T12:30:49Z,192.168.1.246,/api/attack?id=651,XSS,403,1743,726,870,Unknown,High,PostmanRuntime,Malicious,1
2024-02-23T12:20:22Z,192.168.1.57,/api/attack?id=414,DDoS,503,10196,440,8219,Unknown,Medium,Nmap Scripting Engine,Suspicious,1
2024-02-13T12:57:25Z,192.168.1.42,/api/resource?id=925,None,200,1449,661,366,Unknown,Low,SQLMap,Good,0
2024-02-26T12:10:55Z,192.168.1.234,/api/attack?id=686,SQL Injection,403,2576,866,1343,Known Malicious,High,PostmanRuntime,Suspicious,1
2024-02-28T12:40:21Z,192.168.1.136,/api/resource?id=602,None,200,3183,1821,279,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-11T12:36:16Z,192.168.1.107,/api/resource?id=488,None,200,1815,1396,131,Unknown,Low,Mozilla/5.0,Good,0
2024-02-4T12:35:23Z,192.168.1.10,/api/resource?id=360,None,200,1565,1203,1145,Unknown,Low,curl/7.68.0,Good,0
2024-02-22T12:16:41Z,192.168.1.227,/api/attack?id=393,XSS,403,1601,817,1016,Unknown,High,curl/7.68.0,Suspicious,1
2024-02-17T12:27:40Z,192.168.1.35,/api/resource?id=954,None,200,1185,1157,1198,Unknown,Low,SQLMap,Good,0
2024-02-6T12:23:31Z,192.168.1.240,/api/resource?id=359,None,200,1285,1853,1969,Unknown,Low,SQLMap,Good,0
2024-02-7T12:26:22Z,192.168.1.211,/api/attack?id=993,XSS,403,2131,818,910,Unknown,High,Mozilla/5.0,Suspicious,1
2024-02-12T12:45:25Z,192.168.1.117,/api/resource?id=709,None,200,3254,1259,506,Unknown,Low,Mozilla/5.0,Good,0
2024-02-1T12:59:44Z,192.168.1.23,/api/resource?id=249,None,200,3247,2420,376,Unknown,Low,PostmanRuntime,Good,0
2024-02-27T12:19:48Z,192.168.1.22,/api/resource?id=129,None,200,815,2341,1918,Unknown,Low,SQLMap,Good,0
2024-02-16T12:18:25Z,192.168.1.144,/api/resource?id=280,None,200,2701,2938,985,Unknown,Low,SQLMap,Good,0
2024-02-21T12:22:20Z,192.168.1.234,/api/resource?id=592,None,200,2777,802,195,Unknown,Low,curl/7.68.0,Good,0
2024-02-17T12:31:15Z,192.168.1.149,/api/attack?id=495,XSS,403,2230,956,1341,Known Malicious,High,curl/7.68.0,Malicious,1
2024-02-22T12:26:13Z,192.168.1.60,/api/attack?id=632,XSS,403,1663,607,928,Known Malicious,Medium,SQLMap,Suspicious,1
2024-02-19T12:17:58Z,192.168.1.235,/api/attack?id=504,Credential Stuffing,401,5541,1000,2676,Known Malicious,Medium,SQLMap,Suspicious,1
2024-02-19T12:19:39Z,192.168.1.92,/api/resource?id=474,None,200,4347,2228,1631,Unknown,Low,SQLMap,Good,0
2024-02-10T12:58:37Z,192.168.1.150,/api/attack?id=298,XSS,403,2357,675,940,Known Malicious,High,Nmap Scripting Engine,Malicious,1
2024-02-7T12:48:50Z,192.168.1.217,/api/attack?id=577,Brute Force,401,4831,360,2561,Unknown,Medium,Mozilla/5.0,Suspicious,1
2024-02-6T12:24:47Z,192.168.1.42,/api/attack?id=684,SQL Injection,403,2636,1167,1981,Unknown,High,Mozilla/5.0,Malicious,1
2024-02-17T12:26:35Z,192.168.1.183,/api/attack?id=713,DDoS,503,9725,518,8450,Known Malicious,Medium,PostmanRuntime,Malicious,1
2024-02-20T12:49:26Z,192.168.1.213,/api/resource?id=816,None,200,787,2006,1592,Unknown,Low,Mozilla/5.0,Good,0
2024-02-11T12:44:18Z,192.168.1.130,/api/resource?id=192,None,200,567,712,809,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-14T12:37:42Z,192.168.1.120,/api/resource?id=822,None,200,1679,1488,1743,Unknown,Low,Mozilla/5.0,Good,0
2024-02-10T12:14:27Z,192.168.1.216,/api/resource?id=638,None,200,2137,2542,1259,Unknown,Low,Mozilla/5.0,Good,0
2024-02-4T12:38:25Z,192.168.1.247,/api/resource?id=379,None,200,4279,815,474,Unknown,Low,Mozilla/5.0,Good,0
2024-02-9T12:31:56Z,192.168.1.61,/api/resource?id=429,None,200,3178,2418,1742,Unknown,Low,Mozilla/5.0,Good,0
2024-02-23T12:27:27Z,192.168.1.72,/api/attack?id=512,SQL Injection,403,2973,1158,1366,Known Malicious,High,Mozilla/5.0,Malicious,1
2024-02-19T12:15:31Z,192.168.1.136,/api/attack?id=691,SQL Injection,403,3326,843,1507,Unknown,Medium,PostmanRuntime,Suspicious,1
2024-02-4T12:31:16Z,192.168.1.10,/api/resource?id=287,None,200,2283,2675,365,Unknown,Low,PostmanRuntime,Good,0
2024-02-5T12:52:28Z,192.168.1.92,/api/resource?id=621,None,200,1112,2249,219,Unknown,Low,PostmanRuntime,Good,0
2024-02-23T12:44:20Z,192.168.1.224,/api/resource?id=731,None,200,3411,2042,1834,Unknown,Low,Mozilla/5.0,Good,0
2024-02-13T12:33:37Z,192.168.1.134,/api/resource?id=818,None,200,1210,2950,922,Unknown,Low,SQLMap,Good,0
2024-02-14T12:22:55Z,192.168.1.66,/api/resource?id=515,None,200,4995,2216,831,Unknown,Low,Mozilla/5.0,Good,0
2024-02-19T12:14:17Z,192.168.1.39,/api/resource?id=300,None,200,3417,2847,1856,Unknown,Low,SQLMap,Good,0
2024-02-16T12:55:18Z,192.168.1.46,/api/attack?id=419,Credential Stuffing,401,6459,947,2622,Unknown,High,curl/7.68.0,Malicious,1
2024-02-22T12:54:45Z,192.168.1.165,/api/resource?id=155,None,200,2776,1990,1163,Unknown,Low,SQLMap,Good,0
2024-02-11T12:37:41Z,192.168.1.154,/api/resource?id=342,None,200,653,1400,1637,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-20T12:45:59Z,192.168.1.214,/api/resource?id=163,None,200,2806,1337,1251,Unknown,Low,PostmanRuntime,Good,0
2024-02-22T12:42:19Z,192.168.1.15,/api/attack?id=509,XSS,403,2271,989,711,Unknown,Medium,PostmanRuntime,Suspicious,1
2024-02-20T12:59:30Z,192.168.1.172,/api/attack?id=582,Credential Stuffing,401,5503,1117,2773,Known Malicious,Medium,PostmanRuntime,Malicious,1
2024-02-15T12:36:52Z,192.168.1.90,/api/attack?id=389,DDoS,503,10014,385,8447,Unknown,Medium,PostmanRuntime,Malicious,1
2024-02-8T12:19:49Z,192.168.1.29,/api/resource?id=205,None,200,4068,586,1984,Unknown,Low,PostmanRuntime,Good,0
2024-02-3T12:47:58Z,192.168.1.117,/api/resource?id=491,None,200,2541,2073,1673,Unknown,Low,curl/7.68.0,Good,0
2024-02-22T12:30:50Z,192.168.1.117,/api/resource?id=737,None,200,3963,1660,670,Unknown,Low,curl/7.68.0,Good,0
2024-02-2T12:14:59Z,192.168.1.102,/api/attack?id=655,DDoS,503,9579,584,8055,Known Malicious,High,PostmanRuntime,Suspicious,1
2024-02-26T12:43:52Z,192.168.1.190,/api/attack?id=137,DDoS,503,9621,609,7538,Unknown,Medium,Mozilla/5.0,Malicious,1
2024-02-10T12:21:35Z,192.168.1.192,/api/attack?id=553,Credential Stuffing,401,6196,1056,2132,Known Malicious,Medium,curl/7.68.0,Suspicious,1
2024-02-1T12:57:33Z,192.168.1.95,/api/attack?id=623,Credential Stuffing,401,6190,820,2881,Unknown,High,curl/7.68.0,Malicious,1
2024-02-24T12:34:55Z,192.168.1.238,/api/attack?id=124,SQL Injection,403,3393,1004,1820,Unknown,Medium,curl/7.68.0,Suspicious,1
2024-02-8T12:43:10Z,192.168.1.46,/api/resource?id=474,None,200,641,2402,1936,Unknown,Low,curl/7.68.0,Good,0
2024-02-23T12:11:14Z,192.168.1.74,/api/attack?id=314,DDoS,503,10288,318,8000,Known Malicious,High,SQLMap,Malicious,1
2024-02-6T12:39:29Z,192.168.1.163,/api/resource?id=955,None,200,3401,1675,1105,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-19T12:29:56Z,192.168.1.62,/api/resource?id=922,None,200,2643,527,1014,Unknown,Low,SQLMap,Good,0
2024-02-8T12:33:39Z,192.168.1.97,/api/resource?id=763,None,200,2307,1192,1997,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-1T12:41:51Z,192.168.1.134,/api/attack?id=556,XSS,403,2041,649,1457,Known Malicious,High,curl/7.68.0,Suspicious,1
2024-02-26T12:55:19Z,192.168.1.65,/api/attack?id=804,Brute Force,401,4720,401,3351,Unknown,Medium,Nmap Scripting Engine,Suspicious,1
2024-02-14T12:57:22Z,192.168.1.101,/api/attack?id=285,DDoS,503,9657,377,8399,Known Malicious,High,PostmanRuntime,Malicious,1
2024-02-28T12:54:29Z,192.168.1.182,/api/resource?id=447,None,200,2804,1339,512,Unknown,Low,curl/7.68.0,Good,0
2024-02-25T12:11:14Z,192.168.1.34,/api/attack?id=716,Brute Force,401,5372,621,2581,Unknown,Medium,SQLMap,Suspicious,1
2024-02-27T12:42:36Z,192.168.1.2,/api/resource?id=655,None,200,1127,1790,617,Unknown,Low,Mozilla/5.0,Good,0
2024-02-5T12:44:54Z,192.168.1.126,/api/resource?id=181,None,200,2875,544,1647,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-9T12:13:49Z,192.168.1.97,/api/attack?id=790,Credential Stuffing,401,6476,834,2774,Unknown,Medium,PostmanRuntime,Malicious,1
2024-02-28T12:25:21Z,192.168.1.152,/api/resource?id=146,None,200,3244,2242,212,Unknown,Low,PostmanRuntime,Good,0
2024-02-25T12:30:45Z,192.168.1.183,/api/attack?id=800,DDoS,503,10454,397,8208,Known Malicious,High,PostmanRuntime,Suspicious,1
2024-02-12T12:21:17Z,192.168.1.198,/api/resource?id=340,None,200,3745,2038,1055,Unknown,Low,Mozilla/5.0,Good,0
2024-02-24T12:59:53Z,192.168.1.246,/api/resource?id=317,None,200,903,1056,1564,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-17T12:46:19Z,192.168.1.125,/api/attack?id=599,DDoS,503,9816,591,7841,Known Malicious,Medium,SQLMap,Malicious,1
2024-02-1T12:51:20Z,192.168.1.98,/api/resource?id=267,None,200,3356,2368,1249,Unknown,Low,Nmap Scripting Engine,Good,0
2024-02-12T12:31:34Z,192.168.1.1,/api/attack?id=144,Brute Force,401,5321,518,3250,Known Malicious,Medium,Nmap Scripting Engine,Suspicious,1
2024-02-27T12:45:46Z,192.168.1.22,/api/attack?id=774,XSS,403,1985,886,972,Known Malicious,High,Mozilla/5.0,Malicious,1
2024-02-5T12:37:35Z,192.168.1.110,/api/resource?id=385,None,200,782,2764,1715,Unknown,Low,SQLMap,Good,0
2024-02-27T12:50:57Z,192.168.1.224,/api/resource?id=965,None,200,840,2958,1137,Unknown,Low,curl/7.68.0,Good,0
2024-02-7T12:49:27Z,192.168.1.91,/api/attack?id=506,XSS,403,1676,774,1359,Known Malicious,Medium,SQLMap,Suspicious,1
2024-02-27T12:35:48Z,192.168.1.47,/api/attack?id=779,Brute Force,401,4994,578,3341,Known Malicious,High,curl/7.68.0,Malicious,1
2024-02-28T12:41:22Z,192.168.1.33,/api/resource?id=672,None,200,4891,887,1673,Unknown,Low,SQLMap,Good,0
2024-02-26T12:44:17Z,192.168.1.159,/api/attack?id=538,DDoS,503,9596,312,8110,Unknown,High,curl/7.68.0,Malicious,1
2024-02-15T12:59:27Z,192.168.1.247,/api/attack?id=905,DDoS,503,9843,699,7529,Unknown,Medium,SQLMap,Malicious,1
2024-02-20T12:10:40Z,192.168.1.183,/api/attack?id=625,XSS,403,2043,947,1306,Unknown,Medium,PostmanRuntime,Malicious,1
2024-02-25T12:48:26Z,192.168.1.132,/api/resource?id=315,None,200,4892,2752,1831,Unknown,Low,SQLMap,Good,0
2024-02-20T12:57:17Z,192.168.1.120,/api/resource?id=342,None,200,2809,2141,680,Unknown,Low,SQLMap,Good,0
2024-02-20T12:15:25Z,192.168.1.26,/api/resource?id=351,None,200,1496,2279,551,Unknown,Low,PostmanRuntime,Good,0
